DAh_rfratio,DAh_Mr,DAh_ug,DAh_gr,DAh_ri,DAh_iz,DAh_deltaMr,DAd_rfratio,DAd_Mr,DAd_ug,DAd_gr,DAd_ri,DAd_iz,DAd_deltaMr,DBh_rfratio,DBh_Mr,DBh_ug,DBh_gr,DBh_ri,DBh_iz,DBh_deltaMr,DBd_rfratio,DBd_Mr,DBd_ug,DBd_gr,DBd_ri,DBd_iz,DBd_deltaMr,DCh_rfratio,DCh_Mr,DCh_ug,DCh_gr,DCh_ri,DCh_iz,DCh_deltaMr,DCd_rfratio,DCd_Mr,DCd_ug,DCd_gr,DCd_ri,DCd_iz,DCd_deltaMr
1.0,7.747425010840047,-0.3723859689040978,-0.187978962189856,0.11476594310075683,0.04127308914026884,0.0,1.0,7.747425010840047,-0.3903022503563278,-0.1675248278563508,0.3071624341983643,0.1953820970988609,0.0,1.0,7.747425010840047,-0.4741090252815958,-0.2028102144698245,0.08990124455422688,0.037953780821407435,0.0,1.0,7.747425010840047,-0.4920038041727217,-0.18263618004051096,0.28637446266652233,0.19575966399970568,0.0,1.0,7.747425010840047,-0.9473625623536606,-0.4346508847255599,0.007297916939908333,0.10081881548423155,0.0,1.0,7.747425010840047,-0.9624384485822866,-0.41838502431873437,0.21788590243531303,0.2500414812940548,0.0
1.0964781961431829,7.796274124999279,-0.3869692422061384,-0.22097759082226887,0.10532354204529781,0.03739205571497095,-0.09999999999999787,1.0964781961431829,7.796274124999279,-0.40141573363790073,-0.20448075183841397,0.3000371123163603,0.19748045449978235,-0.09999999999999787,1.0964781961431829,7.796274124999279,-0.48860475204258336,-0.23602544578478302,0.07907069888019436,0.03377683537498655,-0.09999999999999787,1.0964781961431829,7.796274124999279,-0.5030315709307551,-0.21975737871580492,0.2781381590804841,0.19792032732254938,-0.09999999999999787,1.0964781961431829,7.796274124999279,-0.9593785458087147,-0.4708896474593658,-0.008393200052555727,0.10029512776226923,-0.09999999999999787,1.0964781961431829,7.796274124999279,-0.9715020746011334,-0.4578052122312357,0.20582645953512113,0.25528301295895517,-0.09999999999999787
1.2022644346174083,7.842826336934625,-0.40007417191291594,-0.2533300198190993,0.09525990767394532,0.03296815802781694,-0.19999999999999574,1.2022644346174083,7.842826336934625,-0.4115679218994863,-0.24017400365110575,0.2917276113533269,0.19905747168093413,-0.19999999999999574,1.2022644346174083,7.842826336934625,-0.5016245819618597,-0.26857458621193686,0.06758372604789642,0.029023613291748518,-0.19999999999999574,1.2022644346174083,7.842826336934625,-0.5131034502826104,-0.2556030999507364,0.26868155226290824,0.19955374660609948,-0.19999999999999574,1.2022644346174083,7.842826336934625,-0.9701303137805013,-0.5061768625862193,-0.024893173759487297,0.09929498770896217,-0.19999999999999574,1.2022644346174083,7.842826336934625,-0.9797613073990448,-0.4957671823830587,0.19240409576551443,0.2601088695543403,-0.19999999999999574
1.3182567385563995,7.887096172911214,-0.41182596529416315,-0.2849020259467139,0.08447066784286505,0.028133546748499327,-0.2999999999999936,1.3182567385563995,7.887096172911214,-0.42082923144249307,-0.27454163211682925,0.282416349867205,0.2002183328764886,-0.2999999999999936,1.3182567385563995,7.887096172911214,-0.5132948315842647,-0.3003246584780328,0.055335309417618106,0.023826943494285047,-0.2999999999999936,1.3182567385563995,7.887096172911214,-0.5222898787505557,-0.2901110808359846,0.2581913353675134,0.2007658814642781,-0.2999999999999936,1.3182567385563995,7.887096172911214,-0.9797346503630635,-0.5403991146413709,-0.042311829628992825,0.09795563310565214,-0.2999999999999936,1.3182567385563995,7.887096172911214,-0.9872789382403369,-0.5322193288995116,0.1778184686651656,0.2646154795434654,-0.2999999999999936
1.4454397707459163,7.929107572604398,-0.42237626615321133,-0.3155488596394562,0.07319395372404003,0.022850787845637655,-0.3999999999999915,1.4454397707459163,7.929107572604398,-0.4293098547667995,-0.30749047420480835,0.27185954855557526,0.20071039199323693,-0.3999999999999915,1.4454397707459163,7.929107572604398,-0.5237671511556989,-0.3311326119441418,0.0425720950936288,0.018146609416678672,-0.3999999999999915,1.4454397707459163,7.929107572604398,-0.5307004180864929,-0.32318948484732957,0.24641858304327968,0.20129713676898575,-0.3999999999999915,1.4454397707459163,7.929107572604398,-0.9883250364165939,-0.5734387842462141,-0.06037473801471904,0.0962127710393581,-0.3999999999999915,1.4454397707459163,7.929107572604398,-0.9941481747985357,-0.567089120905127,0.1618008587533204,0.26855428434833684,-0.3999999999999915
1.584893192461098,7.968893493014143,-0.4318539161024013,-0.34515383016602996,0.06146419612262122,0.017286556107741546,-0.49999999999998934,1.584893192461098,7.968893493014143,-0.4370716749146979,-0.3389855179997703,0.26018890987498366,0.20062289569328584,-0.49999999999998934,1.584893192461098,7.968893493014143,-0.5331708971021385,-0.3608833402097602,0.029332148539314318,0.012152609335238651,-0.49999999999998934,1.584893192461098,7.968893493014143,-0.5383968695750774,-0.3548039955806459,0.23349788659566073,0.20123669131489663,-0.49999999999998934,1.584893192461098,7.968893493014143,-0.9960162718790038,-0.6052042157730995,-0.07903294687258366,0.09423014232413962,-0.49999999999998934,1.584893192461098,7.968893493014143,-1.000423024310603,-0.6003526372353463,0.14449388039421862,0.27200825428497666,-0.49999999999998934
1.7378008287493552,8.006495373450065,-0.44034286153131674,-0.3736487200915022,0.04938148254255381,0.011300561574000056,-0.5999999999999872,1.7378008287493552,8.006495373450065,-0.44417931206923456,-0.3689977557600912,0.24733465938748367,0.19964746732078353,-0.5999999999999872,1.7378008287493552,8.006495373450065,-0.5415914920314151,-0.38950975868159077,0.015721311348141143,0.005698236852502703,-0.5999999999999872,1.7378008287493552,8.006495373450065,-0.5454436608736444,-0.38492638692198966,0.2193574864716865,0.2002663339652102,-0.5999999999999872,1.7378008287493552,8.006495373450065,-1.002887897930382,-0.6356452228647065,-0.09816178948740983,0.09184133903177738,-0.5999999999999872,1.7378008287493552,8.006495373450065,-1.0061589540691784,-0.6319931051623051,0.12581667857778456,0.2746596270350068,-0.5999999999999872
1.9054607179632135,8.041962479694938,-0.44795446024740926,-0.4009523258304313,0.036983296018249234,0.005062829236372579,-0.6999999999999833,1.9054607179632135,8.041962479694938,-0.4506933125030841,-0.3975129536708799,0.23331141455900095,0.19792524560883962,-0.6999999999999833,1.9054607179632135,8.041962479694938,-0.5491407049715562,-0.4169321942124782,0.0017811448499038818,-0.0010421971877541125,-0.6999999999999833,1.9054607179632135,8.041962479694938,-0.5519009092965632,-0.41354315055282953,0.2040117052261543,0.1985276653243453,-0.6999999999999833,1.9054607179632135,8.041962479694938,-1.0090377482228412,-0.6647042608523748,-0.1177065077979762,0.08921317684405139,-0.6999999999999833,1.9054607179632135,8.041962479694938,-1.011406780178497,-0.6620075776518348,0.10578024608659575,0.2766531955752818,-0.6999999999999833
2.089296130854007,8.075351148774011,-0.45477184076072774,-0.42702675886195607,0.02442542403610659,-0.0012995617718765118,-0.7999999999999847,2.089296130854007,8.075351148774011,-0.4566648437526055,-0.42453021646749534,0.21827482226169792,0.1954614427601129,-0.7999999999999847,2.089296130854007,8.075351148774011,-0.555901703775902,-0.4431138453227348,-0.012324432813883845,-0.007936983525329566,-0.7999999999999847,2.089296130854007,8.075351148774011,-0.5578197271348735,-0.44065406251574046,0.18761968574495214,0.1960229536824123,-0.7999999999999847,2.089296130854007,8.075351148774011,-1.0145379517146331,-0.6923603226770467,-0.13747476396350322,0.08645793867854934,-0.7999999999999847,2.089296130854007,8.075351148774011,-1.0162104997276806,-0.6904055457523555,0.08455382997545158,0.2779812512995612,-0.7999999999999847
2.2908676527677327,8.106723957913715,-0.460886429769495,-0.45183707211573676,0.01162829028724488,-0.00789492621847998,-0.8999999999999808,2.2908676527677327,8.106723957913715,-0.46213735124599964,-0.45006611406504504,0.20219007498079122,0.19203561194488117,-0.8999999999999808,2.2908676527677327,8.106723957913715,-0.5619653327714147,-0.4680209646208411,-0.02667468077935453,-0.015100172873307116,-0.8999999999999808,2.2908676527677327,8.106723957913715,-0.5632432814521913,-0.4662762296185399,0.17014487756878793,0.19252208047362274,-0.8999999999999808,2.2908676527677327,8.106723957913715,-1.0194647951671598,-0.7185968288106039,-0.15754550827550773,0.0834569949848607,-0.8999999999999808,2.2908676527677327,8.106723957913715,-1.0206065904916883,-0.7172119008480493,0.062092322181921844,0.2784137376443496,-0.8999999999999808
