Mr,DAug,DAgr,DAri,DAiz,DBug,DBgr,DBri,DBiz,DCug,DCgr,DCri,DCiz
12.419999999999916,0.4326258661524922,-0.07200039950698839,-0.11246554397641027,-0.14616577780687237,0.1099484313285062,-0.13251592579037214,-0.13104952268967623,-0.03346239230468593,0.09496174124956369,-0.1496956047881128,-0.1685384543282126,-0.2162601025438053
12.439999999999916,0.4353823970287524,-0.06749043437752766,-0.10948261756033134,-0.1438685199622489,0.11367906696054754,-0.129119849570505,-0.1287962219627703,-0.029321931408783065,0.10089158453755265,-0.14504077908769197,-0.16647923265907996,-0.21389597971784718
12.459999999999916,0.43811472055028083,-0.06296633266883808,-0.10648362847574984,-0.14157518657348217,0.1174097025925889,-0.12572377335063786,-0.12654292123586436,-0.0251814705128802,0.10682142782554159,-0.14038595338727114,-0.16440510711106807,-0.21153185689188908
12.479999999999915,0.4408233203636496,-0.05842796060742446,-0.10346831440765178,-0.1392857575963255,0.12114033822463025,-0.12232769713077073,-0.12428962050895839,-0.021041009616977337,0.11275127111353055,-0.1357311276868503,-0.1623157493160783,-0.20916773406593098
12.499999999999915,0.44350866563830965,-0.05387518229657038,-0.10043640582267074,-0.13700021315658092,0.1248709738566716,-0.11893162091090358,-0.12203631978205244,-0.016900548721074472,0.11868111440151949,-0.13107630198642947,-0.16021081866803144,-0.20680361123997287
12.519999999999914,0.44617121162907974,-0.0493078596688577,-0.09738762568790124,-0.13471853354808627,0.12860160948871296,-0.11553554469103644,-0.1197830190551465,-0.012760087825171606,0.12461095768950844,-0.12642147628600864,-0.15808996167464823,-0.2044394884140148
12.539999999999914,0.4488114002123642,-0.044725852437311864,-0.09432168917547042,-0.1324406992307327,0.1323322451207543,-0.1121394684711693,-0.11752971832824055,-0.00861962692926874,0.1305408009774974,-0.1217666505855878,-0.1559528112644054,-0.2020753655880567
12.559999999999913,0.45142966039750054,-0.040129018045124434,-0.0912383033519762,-0.13016669082851257,0.13606288075279566,-0.10874339225130217,-0.1152764176013346,-0.004479166033365875,0.13647064426548633,-0.11711182488516697,-0.15379898604481987,-0.1997112427620986
12.579999999999913,0.4540264088145525,-0.0355172116139019,-0.08813716685183381,-0.1278964891275963,0.13979351638483703,-0.10534731603143502,-0.11302311687442865,-0.00033870513746300974,0.14240048755347529,-0.11245699918474614,-0.15162808950781656,-0.19734711993614049
12.599999999999913,0.4566020501797939,-0.030890285890387413,-0.08501796953349927,-0.1256300750744383,0.14352415201687838,-0.10195123981156788,-0.1107698161475227,0.0038017557584398556,0.14833033084146424,-0.1078021734843253,-0.14943970917749164,-0.19498299711018238
12.619999999999912,0.4591569777400514,-0.026248091191600077,-0.08188039211746026,-0.12336742977391137,0.14725478764891972,-0.09855516359170075,-0.10851651542061676,0.00794221665434272,0.1542601741294532,-0.10314734778390447,-0.14723341569508255,-0.1926188742842243
12.639999999999912,0.4616915736970074,-0.021590475348334123,-0.07872410580479822,-0.12110853448746876,0.15098542328096107,-0.0951590873718336,-0.1062632146937108,0.012082677550245587,0.16019001741744213,-0.09849252208348364,-0.1450087618353979,-0.1902547514582662
12.659999999999911,0.46420620961250764,-0.016917283646957392,-0.07554877187503158,-0.11885337063133344,0.15471605891300244,-0.09176301115196646,-0.10400991396680485,0.016223138446148453,0.16611986070543108,-0.0938376963830628,-0.14276528144832296,-0.1878906286323081
12.679999999999911,0.4667012467958436,-0.012228358769446345,-0.07235404126184847,-0.11660191977471457,0.1584466945450438,-0.08836693493209932,-0.1017566132398989,0.020363599342051317,0.17204970399342004,-0.08918287068264197,-0.14050248831830725,-0.18552650580635
12.69999999999991,0.4691770366739464,-0.007523540731591711,-0.06913955410522388,-0.11435416363805,0.16217733017708513,-0.08497085871223217,-0.09950331251299295,0.024504060237954182,0.177979547281409,-0.08452804498222113,-0.13821987493392893,-0.18316238298039192
12.71999999999991,0.47163392114535024,-0.0028026668193061833,-0.06590493927829506,-0.1121100840912747,0.1659079658091265,-0.08157478249236504,-0.09725001178608701,0.028644521133857046,0.18390939056939792,-0.0798732192818003,-0.13591691115871565,-0.18079826015443382
